Mod:Item:MetaData, Localized Name
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
appliedenergistics2:tile.BlockInterface, ME Interface
appliedenergistics2:tile.BlockCellWorkbench, Cell Workbench
appliedenergistics2:tile.BlockIOPort, ME IO Port
appliedenergistics2:tile.BlockCondenser, Matter Condenser
appliedenergistics2:tile.BlockEnergyAcceptor, Energy Acceptor
appliedenergistics2:tile.BlockVibrationChamber, Vibration Chamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Crystal Growth Accelerator
appliedenergistics2:tile.BlockEnergyCell, Energy Cell
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
appliedenergistics2:tile.BlockDenseEnergyCell, Dense Energy Cell
appliedenergistics2:tile.BlockCreativeEnergyCell, Creative Energy Cell
appliedenergistics2:tile.BlockCraftingUnit:0, Crafting Unit
appliedenergistics2:tile.BlockCraftingUnit:1, Crafting Co-Processing Unit
appliedenergistics2:tile.BlockCraftingStorage:0, 1k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:1, 4k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:2, 16k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:3, 64k Crafting Storage
appliedenergistics2:tile.BlockCraftingMonitor:0, Crafting Monitor
appliedenergistics2:tile.BlockMolecularAssembler, Molecular Assembler
appliedenergistics2:tile.BlockLightDetector, Light Detecting Fixture
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, Sky Stone Stairs
appliedenergistics2:tile.SkyStoneBlockStairBlock, Sky Stone Block Stairs
appliedenergistics2:tile.SkyStoneBrickStairBlock, Sky Stone Brick Stairs
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, Sky Stone Small Brick Stairs
appliedenergistics2:tile.FluixStairBlock, Fluix Stairs
appliedenergistics2:tile.QuartzStairBlock, Certus Quartz Stairs
appliedenergistics2:tile.ChiseledQuartzStairBlock, Chiseled Certus Quartz Stairs
appliedenergistics2:tile.QuartzPillarStairBlock, Certus Quartz Pillar Stairs
appliedenergistics2:tile.SkyStoneSlabBlock:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.FluixSlabBlock:0, Fluix Slabs
appliedenergistics2:tile.FluixSlabBlock.double:0, Fluix Slabs
appliedenergistics2:tile.QuartzSlabBlock:0, Certus Quartz Slabs
appliedenergistics2:tile.QuartzSlabBlock.double:0, Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock:0, Certus Quartz Pillar Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, Certus Quartz Pillar Slabs
ae2stuff:Encoder, Pattern Encoder
ae2stuff:Grower, Crystal Growth Chamber
ae2stuff:Inscriber, Advanced Inscriber
ae2stuff:Wireless, Wireless Connector
Aroma1997sDimension:aromicPortal, Mining Portal
Aroma1997sDimension:portalFrame, Portal Frame
Aroma1997sDimension:stickyOre, Sticky Ore
BiomesOPlenty:mud:0, Mud
BiomesOPlenty:mud:1, Quicksand
BiomesOPlenty:driedDirt, Dried Dirt
BiomesOPlenty:rocks:0, Limestone
BiomesOPlenty:rocks:1, Polished Limestone
BiomesOPlenty:rocks:2, Siltstone
BiomesOPlenty:rocks:3, Polished Siltstone
BiomesOPlenty:rocks:4, Shale
BiomesOPlenty:rocks:5, Polished Shale
BiomesOPlenty:ash, Ash Block
BiomesOPlenty:flesh, Flesh
BiomesOPlenty:plants:0, Dead Grass
BiomesOPlenty:plants:1, Desert Grass
BiomesOPlenty:plants:2, Desert Sprouts
BiomesOPlenty:plants:3, Dune Grass
BiomesOPlenty:plants:4, Spectral Fern
BiomesOPlenty:plants:5, Thorns
BiomesOPlenty:plants:6, Wild Rice
BiomesOPlenty:plants:7, Cattail
BiomesOPlenty:plants:8, River Cane
BiomesOPlenty:plants:12, Tiny Cactus
BiomesOPlenty:plants:13, Wither Wart
BiomesOPlenty:plants:14, Reed
BiomesOPlenty:plants:15, Root
BiomesOPlenty:flowers:0, Clover
BiomesOPlenty:flowers:1, Swampflower
BiomesOPlenty:flowers:2, Deathbloom
BiomesOPlenty:flowers:3, Glowflower
BiomesOPlenty:flowers:4, Blue Hydrangea
BiomesOPlenty:flowers:5, Orange Cosmos
BiomesOPlenty:flowers:6, Pink Daffodil
BiomesOPlenty:flowers:7, Wildflower
BiomesOPlenty:flowers:8, Violet
BiomesOPlenty:flowers:9, White Anemone
BiomesOPlenty:flowers:10, Waterlily
BiomesOPlenty:flowers:11, Enderlotus
BiomesOPlenty:flowers:12, Bromeliad
BiomesOPlenty:flowers:13, Eyebulb
BiomesOPlenty:flowers:15, Dandelion Puff
BiomesOPlenty:flowers2:0, Pink Hibiscus
BiomesOPlenty:flowers2:1, Lily of the Valley
BiomesOPlenty:flowers2:2, Burning Blossom
BiomesOPlenty:flowers2:3, Lavender
BiomesOPlenty:flowers2:4, Goldenrod
BiomesOPlenty:flowers2:5, Bluebells
BiomesOPlenty:flowers2:6, Miner's Delight
BiomesOPlenty:flowers2:7, Icy Iris
BiomesOPlenty:flowers2:8, Rose
BiomesOPlenty:stoneFormations:0, Stalagmite
BiomesOPlenty:stoneFormations:1, Stalactite
BiomesOPlenty:mushrooms:0, Toadstool
BiomesOPlenty:mushrooms:1, Portobello
BiomesOPlenty:mushrooms:2, Blue Milk Cap
BiomesOPlenty:mushrooms:3, Glowshroom
BiomesOPlenty:mushrooms:4, Flat Mushroom
BiomesOPlenty:mushrooms:5, Shadow Shroom
BiomesOPlenty:willow, Willow
BiomesOPlenty:ivy, Ivy
BiomesOPlenty:treeMoss, Tree Moss
BiomesOPlenty:flowerVine, Flowering Vines
BiomesOPlenty:wisteria, Wisteria
BiomesOPlenty:lilyBop:0, Medium Lily Pad
BiomesOPlenty:lilyBop:1, Small Lily Pad
BiomesOPlenty:lilyBop:2, Tiny Lily Pad
BiomesOPlenty:foliage:0, Duckweed
BiomesOPlenty:foliage:1, Short Grass
BiomesOPlenty:foliage:2, Medium Grass
BiomesOPlenty:foliage:3, Flax
BiomesOPlenty:foliage:4, Bush
BiomesOPlenty:foliage:5, Sprout
BiomesOPlenty:foliage:7, Poison Ivy
BiomesOPlenty:foliage:8, Berry Bush
BiomesOPlenty:foliage:9, Shrub
BiomesOPlenty:foliage:10, Wheat Grass
BiomesOPlenty:foliage:11, Damp Grass
BiomesOPlenty:foliage:12, Koru
BiomesOPlenty:foliage:13, Clover Patch
BiomesOPlenty:foliage:14, Leaf Pile
BiomesOPlenty:foliage:15, Dead Leaf Pile
BiomesOPlenty:turnip, Turnip
BiomesOPlenty:coral1:11, Kelp
BiomesOPlenty:coral1:12, Pink Coral
BiomesOPlenty:coral1:13, Orange Coral
BiomesOPlenty:coral1:14, Blue Coral
BiomesOPlenty:coral1:15, Glowing Coral
BiomesOPlenty:coral2:8, Algae
BiomesOPlenty:ashStone, Ash Stone
BiomesOPlenty:hardIce, Hardened Ice
BiomesOPlenty:appleLeaves:0, Apple Leaves
BiomesOPlenty:persimmonLeaves:0, Persimmon Leaves
BiomesOPlenty:moss, Moss
BiomesOPlenty:bamboo, Bamboo
BiomesOPlenty:mudBricks, Mud Bricks
BiomesOPlenty:originGrass, Origin Grass Block
BiomesOPlenty:longGrass, Long Grass Block
BiomesOPlenty:overgrownNetherrack, Overgrown Netherrack
BiomesOPlenty:bopGrass:0, Spectral Moss
BiomesOPlenty:bopGrass:1, Smoldering Grass Block
BiomesOPlenty:newBopGrass:0, Loamy Grass Block
BiomesOPlenty:newBopGrass:1, Sandy Grass Block
BiomesOPlenty:newBopGrass:2, Silty Grass Block
BiomesOPlenty:newBopDirt:0, Loamy Dirt
BiomesOPlenty:newBopDirt:1, Coarse Loamy Dirt
BiomesOPlenty:newBopDirt:2, Sandy Dirt
BiomesOPlenty:newBopDirt:3, Coarse Sandy Dirt
BiomesOPlenty:newBopDirt:4, Silty Dirt
BiomesOPlenty:newBopDirt:5, Coarse Silty Dirt
BiomesOPlenty:newBopFarmland:0, Loamy Farmland
BiomesOPlenty:newBopFarmland:1, Loamy Farmland
BiomesOPlenty:newBopFarmland:2, Sandy Farmland
BiomesOPlenty:newBopFarmland:3, Loamy Farmland
BiomesOPlenty:newBopFarmland:4, Loamy Farmland
BiomesOPlenty:newBopFarmland:5, Loamy Farmland
BiomesOPlenty:logs1:0, Sacred Oak Wood
BiomesOPlenty:logs1:1, Cherry Wood
BiomesOPlenty:logs1:2, Dark Wood
BiomesOPlenty:logs1:3, Fir Wood
BiomesOPlenty:logs2:0, Ethereal Wood
BiomesOPlenty:logs2:1, Magic Wood
BiomesOPlenty:logs2:2, Mangrove Wood
BiomesOPlenty:logs2:3, Palm Wood
BiomesOPlenty:logs3:0, Redwood Wood
BiomesOPlenty:logs3:1, Willow Wood
BiomesOPlenty:logs3:2, Dead Wood
BiomesOPlenty:logs3:3, Giant Flower Stem
BiomesOPlenty:logs4:0, Pine Wood
BiomesOPlenty:logs4:1, Hellbark Wood
BiomesOPlenty:logs4:2, Jacaranda Wood
BiomesOPlenty:logs4:3, Mahogany Wood
BiomesOPlenty:leaves1:0, Yellow Autumn Leaves
BiomesOPlenty:leaves1:1, Bamboo Leaves
BiomesOPlenty:leaves1:2, Magic Leaves
BiomesOPlenty:leaves1:3, Dark Leaves
BiomesOPlenty:leaves2:0, Dying Leaves
BiomesOPlenty:leaves2:1, Fir Leaves
BiomesOPlenty:leaves2:2, Ethereal Leaves
BiomesOPlenty:leaves2:3, Orange Autumn Leaves
BiomesOPlenty:leaves3:0, Origin Leaves
BiomesOPlenty:leaves3:1, Pink Cherry Leaves
BiomesOPlenty:leaves3:2, Maple Leaves
BiomesOPlenty:leaves3:3, White Cherry Leaves
BiomesOPlenty:leaves4:0, Hellbark Leaves
BiomesOPlenty:leaves4:1, Jacaranda Leaves
BiomesOPlenty:petals:0, Giant Red Flower
BiomesOPlenty:petals:1, Giant Yellow Flower
BiomesOPlenty:saplings:0, Apple Sapling
BiomesOPlenty:saplings:1, Yellow Autumn Sapling
BiomesOPlenty:saplings:2, Bamboo Sapling
BiomesOPlenty:saplings:3, Magic Sapling
BiomesOPlenty:saplings:4, Dark Sapling
BiomesOPlenty:saplings:5, Dying Sapling
BiomesOPlenty:saplings:6, Fir Sapling
BiomesOPlenty:saplings:7, Ethereal Sapling
BiomesOPlenty:saplings:8, Orange Autumn Sapling
BiomesOPlenty:saplings:9, Origin Sapling
BiomesOPlenty:saplings:10, Pink Cherry Sapling
BiomesOPlenty:saplings:11, Maple Sapling
BiomesOPlenty:saplings:12, White Cherry Sapling
BiomesOPlenty:saplings:13, Hellbark Sapling
BiomesOPlenty:saplings:14, Jacaranda Sapling
BiomesOPlenty:saplings:15, Persimmon Sapling
BiomesOPlenty:colorizedSaplings:0, Sacred Oak Sapling
BiomesOPlenty:colorizedSaplings:1, Mangrove Sapling
BiomesOPlenty:colorizedSaplings:2, Palm Sapling
BiomesOPlenty:colorizedSaplings:3, Redwood Sapling
BiomesOPlenty:colorizedSaplings:4, Willow Sapling
BiomesOPlenty:colorizedSaplings:5, Pine Sapling
BiomesOPlenty:colorizedSaplings:6, Mahogany Sapling
BiomesOPlenty:colorizedSaplings:7, Flowering Oak Sapling
BiomesOPlenty:hardSand, Hardened Sand
BiomesOPlenty:hardDirt, Hardened Dirt
BiomesOPlenty:biomeBlock, Biome Essence Ore
BiomesOPlenty:crystal, Celestial Crystal
BiomesOPlenty:gemOre:0, Ender Amethyst Ore
BiomesOPlenty:gemOre:1, Block of Amethyst
BiomesOPlenty:gemOre:2, Ruby Ore
BiomesOPlenty:gemOre:3, Block of Ruby
BiomesOPlenty:gemOre:4, Peridot Ore
BiomesOPlenty:gemOre:5, Block of Peridot
BiomesOPlenty:gemOre:6, Topaz Ore
BiomesOPlenty:gemOre:7, Block of Topaz
BiomesOPlenty:gemOre:8, Tanzanite Ore
BiomesOPlenty:gemOre:9, Block of Tanzanite
BiomesOPlenty:gemOre:10, Malachite Ore
BiomesOPlenty:gemOre:11, Block of Malachite
BiomesOPlenty:gemOre:12, Sapphire Ore
BiomesOPlenty:gemOre:13, Block of Sapphire
BiomesOPlenty:gemOre:14, Amber Ore
BiomesOPlenty:gemOre:15, Block of Amber
BiomesOPlenty:cragRock, Crag Rock
BiomesOPlenty:hive:0, Honeycomb Block
BiomesOPlenty:hive:1, Hive Block
BiomesOPlenty:hive:2, Empty Honeycomb Block
BiomesOPlenty:hive:3, Filled Honeycomb Block
BiomesOPlenty:honeyBlock, Honey Block
BiomesOPlenty:bones:0, Small Bone Segment
BiomesOPlenty:bones:1, Medium Bone Segment
BiomesOPlenty:bones:2, Large Bone Segment
BiomesOPlenty:grave:0, Gravestone
BiomesOPlenty:planks:0, Sacred Oak Wood Planks
BiomesOPlenty:planks:1, Cherry Wood Planks
BiomesOPlenty:planks:2, Dark Wood Planks
BiomesOPlenty:planks:3, Fir Wood Planks
BiomesOPlenty:planks:4, Ethereal Wood Planks
BiomesOPlenty:planks:5, Magic Wood Planks
BiomesOPlenty:planks:6, Mangrove Wood Planks
BiomesOPlenty:planks:7, Palm Wood Planks
BiomesOPlenty:planks:8, Redwood Wood Planks
BiomesOPlenty:planks:9, Willow Wood Planks
BiomesOPlenty:planks:10, Bamboo Thatching
BiomesOPlenty:planks:11, Pine Wood Planks
BiomesOPlenty:planks:12, Hellbark Wood Planks
BiomesOPlenty:planks:13, Jacaranda Wood Planks
BiomesOPlenty:planks:14, Mahogany Wood Planks
BiomesOPlenty:woodenSingleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenSingleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenSingleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenSingleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenSingleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenSingleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenSingleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenSingleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenDoubleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenDoubleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenDoubleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenDoubleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenDoubleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenDoubleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenDoubleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenDoubleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenSingleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenSingleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenSingleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenSingleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenSingleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:woodenDoubleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenDoubleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenDoubleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenDoubleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenDoubleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:stoneSingleSlab:0, Mud Bricks Slab
BiomesOPlenty:stoneDoubleSlab:0, Mud Bricks Slab
BiomesOPlenty:sacredoakStairs, Sacred Oak Wood Stairs
BiomesOPlenty:cherryStairs, Cherry Wood Stairs
BiomesOPlenty:darkStairs, Dark Wood Stairs
BiomesOPlenty:firStairs, Fir Wood Stairs
BiomesOPlenty:etherealStairs, Ethereal Wood Stairs
BiomesOPlenty:magicStairs, Magic Wood Stairs
BiomesOPlenty:mangroveStairs, Mangrove Wood Stairs
BiomesOPlenty:palmStairs, Palm Wood Stairs
BiomesOPlenty:redwoodStairs, Redwood Wood Stairs
BiomesOPlenty:willowStairs, Willow Wood Stairs
BiomesOPlenty:pineStairs, Pine Wood Stairs
BiomesOPlenty:hellBarkStairs, Hellbark Wood Stairs
BiomesOPlenty:jacarandaStairs, Jacaranda Wood Stairs
BiomesOPlenty:mahoganyStairs, Mahogany Wood Stairs
BiomesOPlenty:mudBricksStairs, Mud Bricks Stairs
BiomesOPlenty:colorizedLeaves1:0, Sacred Oak Leaves
BiomesOPlenty:colorizedLeaves1:1, Mangrove Leaves
BiomesOPlenty:colorizedLeaves1:2, Palm Leaves
BiomesOPlenty:colorizedLeaves1:3, Redwood Leaves
BiomesOPlenty:colorizedLeaves2:0, Willow Leaves
BiomesOPlenty:colorizedLeaves2:1, Pine Leaves
BiomesOPlenty:colorizedLeaves2:2, Mahogany Leaves
BiomesOPlenty:colorizedLeaves2:3, Flowering Oak Leaves
BiomesOPlenty:poison, Poison
BiomesOPlenty:hell_blood, Blood
BiomesOPlenty:honey, Honey
Forestry:core:0, Analyzer
Forestry:core:1, Escritoire
Forestry:soil:0, Humus
Forestry:soil:1, Bog Earth
Forestry:resources:0, Apatite Ore
Forestry:resources:1, Copper Ore
Forestry:resources:2, Tin Ore
Forestry:resourceStorage:0, Block of Apatite
Forestry:resourceStorage:1, Block of Copper
Forestry:resourceStorage:2, Block of Tin
Forestry:resourceStorage:3, Block of Bronze
Forestry:fluid.bioethanol, Ethanol
Forestry:fluid.biomass, Biomass
Forestry:fluid.glass, Liquid Glass
Forestry:fluid.honey, Honey
Forestry:fluid.ice, Crushed Ice
Forestry:fluid.juice, Fruit Juice
Forestry:fluid.milk, Milk
Forestry:fluid.seedoil, Seed Oil
Forestry:fluid.short.mead, Short Mead
Forestry:fluid.mead, Mead
Forestry:apiculture:0, Apiary
Forestry:apiculture:2, Bee House
Forestry:apicultureChest:0, Apiarist's Chest
Forestry:beehives:1, Forest Hive
Forestry:beehives:2, Meadows Hive
Forestry:beehives:3, Modest Hive
Forestry:beehives:4, Tropical Hive
Forestry:beehives:6, Wintry Hive
Forestry:beehives:7, Marshy Hive
Forestry:candle:0, Unlit Candle
Forestry:stump:0, Candle Stump
Forestry:alveary:0, Alveary
Forestry:alveary:2, Swarmer
Forestry:alveary:3, Alveary Fan
Forestry:alveary:4, Alveary Heater
Forestry:alveary:5, Alveary Hygroregulator
Forestry:alveary:6, Alveary Stabiliser
Forestry:alveary:7, Alveary Sieve
Forestry:logs:0, Larch Wood
Forestry:logs:1, Teak Wood
Forestry:logs:2, Desert Acacia Wood
Forestry:logs:3, Lime Wood
Forestry:logs:4, Chestnut Wood
Forestry:logs:5, Wenge Wood
Forestry:logs:6, Baobab Wood
Forestry:logs:7, Sequoia Wood
Forestry:logs:8, Kapok Wood
Forestry:logs:9, Ebony Wood
Forestry:logs:10, Mahogany Wood
Forestry:logs:11, Balsa Wood
Forestry:logs:12, Willow Wood
Forestry:logs:13, Walnut Wood
Forestry:logs:14, Greenheart Wood
Forestry:logs:15, Cherry Wood
Forestry:logs:16, Mahoe Wood
Forestry:logs:17, Poplar Wood
Forestry:logs:18, Palm Wood
Forestry:logs:19, Papaya Wood
Forestry:logs:20, Pine Wood
Forestry:logs:21, Plum Wood
